store_id,uptime_last_week,downtime_last_week
2177352977785944898,44:15:32,29:30:01
2177976958350880069,31:15:48,18:31:09
2182729689083715250,00:44:48,107:05:11
2188661568737990906,24:21:40,12:38:25
2194711290243914044,18:01:34,78:14:17
2198373184013936867,106:42:21,00:56:46
2200086168233000456,38:12:04,113:07:42
2200371578525703091,46:44:04,02:59:46
2200912934182660929,69:51:56,15:59:37
2202891728590810295,51:04:49,25:01:10
2202917555001880590,98:51:54,13:46:54
2205981014586171866,49:38:27,10:28:34
2212700514251803984,14:06:27,98:52:22
2215039833338504745,14:06:33,91:03:57
2221612731362068244,40:10:48,53:01:45
2222306727126832049,54:29:24,00:00:00
2223633839996199112,41:13:31,03:00:13
2223967882112166842,129:08:27,00:00:00
2223985866580118457,03:06:19,57:46:17
2225383644753473577,129:00:08,00:06:19
2226020679970692699,112:27:41,00:57:05
2232813823426768775,108:54:09,00:57:57
2233199855788677277,33:28:03,02:04:08
2243425213214550229,98:47:32,07:57:16
2247627932001327418,58:19:41,18:19:21
2248475475305181449,94:03:51,22:22:53
2248905253110987612,43:12:53,04:02:06
2250695671003973351,52:02:04,74:43:43
2252322210208570442,24:35:40,70:06:33
2256891244970674616,106:40:16,17:03:27
2257696287867199415,31:34:02,33:30:07
2258878346957942400,87:13:36,25:48:07
2263182823154864839,128:58:31,01:59:32
2265369586405402376,94:47:05,31:15:43
2278358246513890455,28:00:32,85:07:55
2290582861195917029,36:57:23,72:31:27
2297327732340875682,29:05:21,17:31:33
2297548562973262314,86:37:52,32:47:45
2306776652051199080,01:07:06,55:44:40
2307649890743275844,31:03:42,29:13:28
2310250326616994743,108:58:47,01:03:22
2311272071941344516,120:15:10,01:05:10
2313969666973722054,106:43:20,00:00:00
2319547549002308084,93:55:53,31:03:45
2322887968083387788,119:08:30,00:17:46
2323588688596616697,97:22:51,17:07:40
2329185844624256204,106:46:31,04:41:38
2334764003064249109,43:09:13,01:02:17
2349154880134726707,05:01:51,42:13:08
2357757371120531929,34:13:08,72:47:37
2358645942372063435,04:04:21,41:22:59
2360517714043818097,13:41:15,17:34:27
2360905245785208236,111:30:52,04:17:43
2362172466422093393,03:55:49,91:47:34
2363064492569983119,85:04:42,05:28:05
2364001532981692239,61:08:42,14:11:20
2367299134091594697,76:34:08,49:19:27
2370616473453925929,105:53:24,16:48:17
2372720923498181697,85:24:44,04:21:41
2378781559960205497,131:20:19,00:07:27
2378828776344066188,94:40:36,30:15:10
2380841143263286439,26:34:50,22:52:39
2385339653686755314,07:07:20,71:33:49
2386861096572664008,71:18:11,80:25:32
2390459470276275664,35:38:48,15:17:09
2390662986465709879,79:13:37,23:13:47
2398303897520414941,128:53:45,01:02:16
2399010391619681286,20:06:38,52:21:02
2401502577370045362,52:07:12,01:00:32
2403370686883765246,128:44:00,00:10:08
2406818359872471913,103:54:02,01:02:29
2409792502518066283,45:23:04,19:41:24
2414850804157403681,106:33:01,17:02:59
2416469244699234294,48:31:26,22:03:33
2419555031801392884,60:00:28,79:08:22
2419655978112826219,03:55:03,24:01:25
2427606101443985253,123:36:57,03:59:14
2427809797903528667,70:39:16,08:00:21
2427855621110659347,92:22:02,11:14:16
2428853571177976232,67:21:39,09:10:53
2429495579799758906,58:05:46,13:42:35
2429898146291919515,00:00:00,06:04:10
2430236933992400662,41:21:47,50:41:58
2435196420942917349,49:25:46,00:00:00
2441856377682125560,22:18:05,07:41:05
2449874003478082136,18:49:37,25:57:09
2452055218158125590,77:37:33,08:09:09
2468186708681950806,05:19:12,71:42:51
2468206559272458107,25:49:33,41:37:09
2468255198237381620,100:41:18,05:12:29
2472327995226210764,132:13:50,04:06:10
2474232394523989763,32:52:33,81:12:54
2486431126331394869,06:58:27,46:30:47
2487426470524671482,128:14:53,01:02:28
2490307590455891484,32:36:23,04:01:32
2494310527535070667,01:06:10,27:22:55
2495572868524479102,19:14:56,56:11:45
2498732010723569224,28:56:19,80:10:45
2501525336913723952,05:02:22,52:35:08
2504779327876790449,128:46:41,07:52:57
2512052860970723380,128:34:29,00:00:00
2514471279779267682,04:02:51,45:01:46
2516121166277641968,30:30:10,16:55:23
2517100731491559189,58:56:08,00:00:00
2527043948473227576,123:43:18,03:59:22
2534662207277053902,55:05:40,00:50:26
2542787824689290301,104:36:17,19:08:00
2542953027408836960,19:46:14,06:07:56
2543166394195558282,104:32:27,16:52:43
2543377795881636140,35:00:10,24:29:44
2549143007251377876,50:43:01,26:04:27
2557363912224593999,98:58:18,18:04:24
2571476781076473087,00:00:00,06:05:23
2575199723503992910,27:08:17,69:31:17
2575240301672143405,106:37:25,01:00:01
2576054371072208380,63:54:17,01:00:04
2577455701502992591,85:43:32,21:05:54
2579857056996729604,50:34:08,11:25:41
2583143055026783161,129:07:04,01:02:57
2586280666587313237,48:26:56,01:03:04
2590702023683644989,24:27:22,52:10:14
2594115075249930979,03:02:43,23:53:51
2599611321049050132,43:29:55,23:46:30
2604638674847386537,31:18:21,09:01:58
2605925917461885363,44:44:20,17:52:56
2609226337921638433,28:39:21,83:08:22
2615707966278347166,56:05:31,19:14:22
2617341871222155295,51:05:13,05:06:16
2618140564702512093,129:08:00,00:00:00
2619071437296185669,34:03:17,23:37:44
2621362472424554824,22:27:18,35:44:20
2621443239064396301,42:38:13,06:47:07
2627949047200693648,54:32:56,00:00:00
2634509027897804646,133:14:48,01:03:11
2637487609551982070,00:29:49,24:07:02
2647818083036840309,59:46:51,03:29:12
2651410741190020364,07:01:37,103:45:39
2659424009886700957,113:23:34,05:23:27
2665386284567163836,58:47:47,73:19:55
2670772242179652630,00:00:00,36:46:53
2677768116033795085,03:58:14,17:32:20
2679124398332312892,39:57:12,20:00:02
2682314402849553166,00:00:00,53:13:12
2689959411535120475,44:19:05,05:11:10
2690458306432819602,06:44:47,39:36:52
2691579307181880038,106:44:24,06:58:30
2700628011432223575,01:04:26,44:45:19
2702925541921081675,63:08:01,00:00:00
2704918614024357954,114:50:12,01:06:39
2706499680141579869,102:13:23,03:35:26
2710729824005341176,07:06:15,69:25:00
2717158589213138085,38:18:33,05:59:29
2719959465741714286,35:10:59,71:32:26
2722198466791342198,106:37:31,00:00:00
2724272645854795279,25:08:01,21:29:38
2724929947261057040,26:33:38,12:56:51
2727145861871886117,129:07:04,01:02:57
2731110255266386262,78:08:22,09:06:16
2732159944900277538,124:55:38,02:58:36
2734353441360432503,28:05:10,40:23:00
2738345226327614168,30:51:29,97:18:41
2739506591976043860,36:17:21,18:40:11
2740314805467984430,82:26:20,51:50:20
2741813902405087050,55:14:12,03:14:45
2742003467129972596,49:14:18,00:00:00
2744147857218154839,134:14:32,09:10:02
2745405131043922955,42:09:23,02:49:36
2747572519100114614,105:54:07,02:09:11
2747995138788244473,26:22:22,86:16:08
2755101295207873030,17:07:16,66:48:22
2757917931398939875,15:11:32,28:10:33
2760286954159658104,33:26:13,26:29:49
2761752602748165541,26:44:50,21:13:55
2763793946070705196,08:07:53,72:14:39
2769513937594443535,120:31:49,00:58:59
2771662655433076914,106:51:12,06:58:32
2779245455556092119,06:00:41,29:56:33
2780357796304353564,00:00:00,45:13:33
2781981197372318609,128:41:49,00:00:00
2782347163353428796,63:44:05,00:00:00
2785728619186191465,132:08:42,00:02:38
2788526996376915850,86:01:57,31:35:21
2792168571159568841,128:45:59,01:08:00
2795381466610309067,25:28:28,39:21:26
2795813457317920490,48:33:30,75:22:53
2798686191638942721,86:26:03,00:00:00
2799307114157995983,106:42:02,00:00:00
2799412755942795518,109:57:29,00:01:06
2804435898366535856,108:54:17,13:01:14
2805711609029712647,35:35:31,41:40:12
2816010346575914202,32:58:46,04:53:36
2816562497742348474,44:56:16,17:46:58
2818090640109782819,112:33:21,00:59:16
2818253147773594389,76:50:52,23:10:59
2821097992950079956,107:45:50,05:42:18
2821716218327194996,32:37:47,90:51:01
2822332228064325947,109:01:16,00:00:00
2826673752016981039,16:38:56,74:56:59
2826825204396511429,112:21:31,01:02:37
2834338051912960188,39:14:50,55:09:58
2837852186305332910,43:37:54,23:03:37
2841220951711839617,128:31:23,13:57:06
2843922073605282342,08:10:24,40:26:24
2844020415355779935,24:35:45,29:06:44
2844028874608509157,39:31:01,00:00:00
2847492772511006729,23:57:58,03:02:39
2856760573082275493,82:48:36,24:09:47
2862121952645485719,28:20:08,87:57:25
2862733798690890876,41:27:51,07:08:32
2864389832976385894,07:02:19,103:55:10
2866836428660074348,27:05:35,52:04:00
2871340414765171194,105:50:46,00:00:00
2881894020112399517,51:44:55,00:59:20
2885938719755499337,128:46:40,00:27:39
2886778225104684003,49:28:34,00:00:00
2889544195114524040,85:41:52,21:11:15
2891982305125898036,108:55:34,10:01:51
2892878649113252550,102:17:19,14:37:07
2901121765406847283,128:46:20,00:03:38
2901310877161376562,106:00:01,12:07:27
2903551050183569555,43:05:20,01:00:18
2905134978136821019,42:59:20,16:48:17
2907412593306028871,128:32:38,00:00:00
2909929193738138832,27:12:09,17:20:36
2911301616998845670,67:53:31,10:43:46
2911490567153744978,04:14:28,13:09:26
2913360969132319358,70:11:31,36:13:08
2916254961096513651,27:03:54,18:19:33
2918806378855230985,78:32:52,28:04:07
2918967668033394239,41:15:54,15:20:07
2927145846937588743,46:39:33,09:41:55
2931285897915688891,11:05:34,41:27:22
2932142754555777477,88:05:16,08:00:17
2932868160155831423,78:00:38,54:49:45
2933858211456474402,20:05:19,99:00:05
2935022635604205151,37:52:10,50:24:11
2938195528632552406,22:53:47,09:01:46
2940985158996110861,30:01:36,30:55:04
2942445894046434307,03:37:48,40:47:42
2953461238448293214,04:02:03,38:27:56
2956165284031707558,37:01:50,33:29:09
2960630314821420416,46:50:15,09:00:09
2970425113455066479,51:36:46,17:37:00
2976510663652199890,36:33:59,08:35:16
2977189193675262898,25:16:56,19:58:49
2979399194637860877,109:03:43,12:06:03
2983629168699704615,81:47:04,04:16:31
2983802661891069581,59:43:17,00:55:08
2984530959366002111,90:04:57,11:15:25
2990324124305421338,83:52:18,01:58:13
2990363625265945721,105:16:23,00:34:33
2992106207392117849,10:37:38,40:34:01
2994760733762859774,120:15:10,01:05:10
2996229558505497481,13:00:19,68:26:24
2999842805623898389,40:44:00,55:05:55
3001693339384060516,26:54:25,14:38:23
3002563977790624247,01:04:04,51:07:49
3005981708851415198,108:44:40,12:01:29
3006009013009553470,25:07:24,23:30:10
3007923405636930115,32:05:57,01:01:02
3011533055058225563,76:30:42,02:00:24
3012960805393813520,08:07:53,72:14:39
3014717572782009115,68:55:13,05:13:14
3017283017149632871,06:09:54,03:59:49
3018845427433922268,137:16:43,00:54:28
3022402697328333942,108:57:36,01:03:19
3025352371197068957,106:47:12,00:00:00
3028247204207720375,31:12:03,98:05:08
3034759654120935965,01:03:06,48:40:46
3040468237874509069,31:55:24,98:14:47
3041107079468828436,67:03:32,05:35:20
3046069343275256712,75:35:05,09:25:36
3046891310952418009,14:00:45,98:34:41
3050016054725907751,87:10:21,41:06:44
3059397727017481945,10:11:11,43:36:50
3063342673222578023,87:35:34,40:31:57
3069482669850476187,55:30:54,02:21:57
3071213314841194338,34:16:59,53:28:19
3073417426454051666,106:42:59,10:03:04
3075359803340043399,48:33:30,75:22:53
3075812308908826083,128:49:51,00:32:53
3080196082056277042,79:10:53,36:12:50
3081967528755590945,12:10:55,69:26:49
3086521573885255259,98:56:25,13:51:16
3087615340674305933,129:06:10,01:05:52
3092927563142206378,39:56:09,107:57:53
3094815985933964755,14:53:15,00:00:00
3098100847849261982,03:04:41,69:13:42
3098113175925350158,108:57:36,01:03:19
3098925642733977878,44:36:26,00:00:00
3103225866520157234,31:40:17,97:51:20
3105760996519289590,33:20:33,08:08:52
3105861724020993588,120:04:15,30:55:01
3107648587312581475,106:37:25,01:00:01
3109310798880296507,41:38:55,13:23:58
3110030345707712773,24:13:09,19:29:39
3110212902516337763,19:12:40,25:43:18
3111198822183739130,63:29:05,00:58:55
3112963859409837163,20:46:04,20:59:13
3116870177461023991,108:58:39,11:44:12
3117861948621436320,47:39:34,73:33:14
3121383547391132887,13:59:21,96:13:49
3121852553741673001,106:37:16,00:00:00
3126875620269537536,128:49:51,00:32:53
3128372722755492220,109:12:42,00:00:17
3129554038799190365,25:16:16,22:44:50
3133523479278012392,128:49:14,01:00:53
3134829338441709388,106:38:54,00:00:00
3134875978583147463,01:02:40,14:50:05
3135622621845222645,90:40:14,02:02:10
3135818154875310502,105:35:03,50:45:23
3138631859758446167,45:32:53,21:59:57
3138716926638067075,128:41:17,07:46:44
3140989702141690591,24:41:16,64:49:46
3143660658783978251,74:10:22,04:01:32
3150938828689993831,95:56:33,17:02:39
3155975026942056635,63:05:35,00:10:08
3158966468489738705,128:38:42,01:10:52
3160686064101761937,91:08:26,00:00:00
3163478477633067751,56:33:54,07:54:34
3169637474751630128,106:40:00,00:00:00
3173086050438555080,14:02:19,112:35:19
3175406115748970560,24:04:52,39:06:58
3179153761178070694,106:49:26,00:00:00
3181898990960972439,26:02:20,02:07:20
3186167442749636636,37:56:30,09:26:26
3191503606930686973,31:08:25,07:29:46
3192627048799455127,51:25:48,66:04:27
3194503360329838738,33:42:11,05:02:34
3196451615340323996,29:13:03,12:11:05
3197204268652919731,18:22:43,16:07:11
3199893599627465052,90:42:35,09:44:02
3200040790050275663,29:31:30,18:21:40
3200128805060032785,82:48:36,24:09:47
3211710243519593761,102:36:45,03:07:04
3225942528431601575,28:39:17,57:34:57
3226472103693560651,18:02:58,98:44:20
3228783726672848150,93:56:28,20:19:50
3230256784057348681,34:11:26,36:49:18
3239745447553307804,14:00:15,98:41:40
3244283853754131273,89:44:31,15:55:20
3245433597727204948,38:17:50,08:12:31
3248296789483413769,87:14:42,15:13:24
3248965879582094198,29:27:03,11:51:36
3249583749704806750,03:05:04,54:15:20
3250917539886509343,54:43:53,00:23:36
3252694529336240136,128:49:14,01:00:53
3254165326605521586,52:34:54,23:59:19
3260732826236836763,23:12:53,04:49:08
3262434158720804323,28:37:09,17:47:46
3264405094563589312,114:07:44,01:00:43
3266587225058570071,96:12:12,23:19:40
3267295176805932248,29:45:27,21:23:48
3267837526863050800,07:02:31,107:28:46
3269428084358630505,16:26:40,56:58:54
3271911228991077166,20:01:58,03:58:14
3275242521497863822,25:08:16,38:46:07
3280768631391860562,29:07:16,24:05:30
3280785252098889694,106:31:26,04:46:57
3285163259624303018,35:50:51,22:45:05
3289022985721940223,94:38:59,31:07:23
3292572285286695109,63:00:52,00:01:29
3295877365244872093,03:04:33,54:28:16
3299199489872676166,71:55:32,35:20:04
3299256654732780746,119:55:43,01:02:28
3300803715752698005,128:59:35,00:09:02
3304832135869406624,105:55:27,00:57:57
3306485475920916100,30:26:07,97:47:28
3310497186573518420,37:44:50,07:57:41
3314025073727234855,03:53:28,38:32:08
3319035439600449966,129:00:37,01:01:44
3324030567183829850,46:46:17,00:00:00
3324789750983437691,81:00:10,03:53:10
3325969016539870176,85:43:15,20:55:51
3326811774555178817,40:01:13,01:43:32
3331459188966416588,25:15:23,21:31:17
3333795629346448399,87:57:59,19:02:40
3336450179788993054,37:34:16,44:20:57
3339112679278130089,134:33:15,00:00:00
3345190510668585029,120:15:10,01:05:10
3348545353495285151,43:13:41,01:01:39
3349584751757969166,05:04:22,53:33:50
3349756749177439586,19:05:26,49:25:30
3349955857880974959,19:40:59,107:41:02
3355650025131059565,00:00:00,06:00:54
3360859314718875082,106:43:24,00:00:00
3363197639082248845,26:59:04,01:54:09
3364334077030461455,98:45:25,06:59:49
3365112782906864805,109:04:26,01:01:03
3365146187740881861,01:06:03,28:52:58
3376119744054624195,74:25:31,01:00:13
3381961500543939078,30:30:01,28:45:08
3382325020390614369,129:00:08,00:08:49
3383335018767451156,85:59:52,43:04:13
3388463290798964336,124:41:51,02:55:37
3389351050155956747,35:39:33,07:29:40
3389925435981916933,128:45:31,00:00:32
3390991261976432945,13:59:33,98:34:38
3393753704630223393,73:06:26,00:00:00
3413958830119565807,128:48:58,02:39:00
3414836291417592427,01:49:28,105:48:25
3417376056309540963,49:18:40,00:00:00
3417906776067732997,81:51:50,51:52:02
3418271581625916205,48:48:23,09:14:19
3424839448005428238,106:38:22,01:02:43
3425827103990568751,30:18:19,77:11:05
3427002151937314033,00:00:00,39:23:17
3429361039177037900,45:29:54,10:24:34
3436545394734539177,108:44:52,11:25:38
3437410544665346013,46:50:10,04:06:55
3439449950372167830,109:01:42,01:03:24
3442307498217032229,128:36:06,07:11:59
3443440976269106278,03:05:36,54:24:08
3444002890911065350,55:03:11,77:22:18
3446128912500318259,35:07:10,71:10:03
3446370957034062429,93:50:19,64:52:38
3457349440526949167,37:06:08,09:37:50
3457392698987083660,24:12:40,32:55:23
3458380762689429005,31:16:27,02:58:56
3458731922899831466,41:08:35,05:53:50
3459712728075411958,03:01:35,58:19:54
3460261978751583459,31:40:17,97:51:20
3460865388202472641,30:40:25,12:05:11
3465123469938608093,128:45:31,00:00:32
3465633230040366608,00:00:00,06:52:47
3471079252294214328,106:49:16,00:00:00
3484323394221829913,57:37:11,27:00:52
3487924512625141573,106:40:46,01:00:33
3488124198783589340,106:42:02,00:00:00
3488345411019588971,108:56:49,01:01:33
3489567366097978615,21:51:19,19:50:58
3490541069181173173,67:06:21,35:31:47
3497331608467636756,26:43:43,19:31:17
3498430162737184311,129:02:33,00:02:55
3499744142840274007,79:10:53,36:12:50
3505351204259761995,14:07:32,93:55:15
3507820856616503803,106:12:03,22:52:58
3508848803428156587,59:35:27,17:53:41
3511697439746388335,61:32:14,03:55:19
3512974005350486928,42:36:47,72:47:35
3516004078424115674,08:09:24,69:13:16
3517534213963208731,49:21:37,00:58:57
3518582802684474209,32:06:17,21:24:57
3518981871118927038,108:52:17,00:57:12
3519146719128702443,43:47:03,00:06:36
3520853402493115844,61:31:22,05:21:32
3522315831688498235,26:15:29,12:45:19
3522397488139048593,59:36:23,00:36:18
3524765298636135820,38:53:53,00:00:00
3525217287585506425,128:49:55,00:00:00
3531745707655884531,83:39:38,44:46:29
3534667207414536400,01:05:07,37:26:20
3535308467705245068,53:49:40,60:35:40
3536248440705298408,76:28:42,49:10:00
3537533008934273588,78:43:02,28:18:34
3552741199582169178,88:11:44,41:36:13
3554012109264987374,14:43:11,11:53:52
3556074236010845990,19:15:39,32:56:10
3562051249178486164,56:25:08,18:01:49
3565469892942152873,106:46:39,00:00:00
3567251780048713980,20:05:19,99:00:05
3577831220515774030,109:01:52,08:03:54
3581206270205848534,128:43:42,01:21:38
3581701681933324288,44:09:29,06:38:35
3585382869354566690,33:45:30,83:10:02
3585649224838781210,31:03:25,76:12:36
3588337980198945708,00:00:00,35:05:46
3590870597372017890,94:46:10,31:15:32
3592308577467824928,23:55:44,15:55:24
3592431820860210913,03:56:51,18:10:51
3592537263045132483,32:14:18,05:17:57
3593179976177575759,25:26:35,27:25:15
3593307308101839091,03:59:19,59:31:50
3595329957916124075,71:15:41,01:00:13
3595623944740824281,64:01:23,04:05:43
3598658440490020759,108:23:10,15:02:09
3603690824936613136,88:20:40,18:13:42
3603795277126700501,44:39:59,00:00:00
3608102130418672751,24:34:22,55:40:53
3610105328650536875,108:56:32,04:07:53
3613694851117232441,33:15:26,18:37:01
3617911577725071808,11:49:05,61:40:55
3618539765197740034,66:07:13,15:55:14
3619202152270106409,14:06:39,97:28:59
3622073358292754391,33:52:38,41:36:41
3623710220149720782,108:57:01,00:00:00
3630372629238271078,108:56:28,01:03:19
3630728531031777771,36:14:00,89:02:38
3632857172391804944,40:24:02,12:22:34
3635758919486105294,39:28:02,77:08:47
3639357247132139641,01:04:04,14:34:36
3643511890753582687,31:31:33,97:55:30
3647373970624200287,79:13:37,33:55:52
3651177174912636930,51:37:32,01:43:13
3653070930601473626,78:59:54,35:05:03
3661873599252384938,33:09:34,43:43:16
3662278688881318103,33:03:26,08:03:50
3663041892898952988,08:21:54,71:54:54
3663265324859607247,71:38:22,01:01:00
3663970472369017531,131:04:33,02:00:14
3666097341271899320,36:17:26,04:07:40
3674944513667645297,14:14:31,112:56:56
3676139268965286790,22:04:41,06:07:03
3680939578084501124,57:28:41,00:00:00
3681631591092292042,25:56:54,113:00:38
3686958654838781789,43:38:53,11:10:14
3687733659388657972,14:07:32,93:55:15
3690188240976506862,47:53:35,11:06:02
3692175533353287099,31:46:51,97:56:47
3699273607433304079,07:02:41,43:41:09
3700686655442960201,60:03:11,77:23:24
3701591907657271699,44:39:08,18:33:30
3705130235836966700,31:30:31,17:21:51
3706233454491133542,52:35:04,00:58:19
3706398117068843884,21:44:28,22:11:52
3709208372078290822,128:48:58,02:39:00
3715114035096891078,26:22:57,82:52:42
3717099572038476304,106:34:19,00:00:00
3717758178659660637,78:08:22,09:06:16
3719086539850211771,04:50:59,41:37:15
3719328422544055221,109:28:55,12:22:51
3721088187184769601,55:47:51,00:00:00
3721590852129345487,05:02:13,71:46:57
3724315377202128693,66:36:18,05:23:56
3729861462713346115,35:10:33,46:23:19
3731074572298580012,14:49:59,51:10:28
3731106613640217396,128:52:43,01:00:32
3731243268234793156,106:28:29,00:00:00
3733328457465971628,110:03:18,00:00:21
3735333959341456051,128:59:35,00:09:02
3735500459102583660,35:11:39,71:41:28
3737194979918845669,106:34:19,00:00:00
3738593561679020118,58:10:05,02:00:50
3739870260281380636,01:05:39,54:46:03
3746484122513020241,49:17:47,00:00:00
3747618927115039264,96:14:55,43:47:12
3756464757092735225,27:44:48,13:19:47
3761065392460649801,63:02:01,00:06:36
3762829146646371629,94:42:20,29:57:52
3762878217038212443,44:18:03,22:44:40
3767538361761424726,02:59:34,37:02:19
3771463485782823457,78:42:51,03:59:40
3776653113878444545,24:01:47,11:56:41
3784570650126990447,03:03:43,39:13:34
3785759099600229770,20:59:17,43:59:28
3786538689556554382,22:09:53,00:08:34
3789901410822766155,108:23:10,15:02:09
3791588779272557633,26:59:23,09:06:30
3791787600220398127,108:58:39,11:44:12
3792652010279464282,00:00:00,06:54:30
3796548763605769448,128:53:45,03:07:47
3808610469270179696,132:44:23,00:06:42
3808691522792855844,56:18:11,02:17:47
3808770199942400387,56:42:01,02:44:21
3810162004602017301,13:59:28,112:18:26
3815092217784924746,103:54:02,01:02:29
3818461497246084305,65:36:57,05:51:32
3820183359459148504,51:53:56,24:58:36
3822829326898541666,43:06:31,33:22:56
3823771288903784844,26:21:28,09:26:10
3823987586241023406,108:18:05,67:44:31
3827100672599422991,31:31:33,97:55:30
3836141896567707513,106:44:27,00:00:00
3840219969230785187,03:04:56,54:20:50
3840489422627263186,51:48:13,01:07:59
3840860241610075586,03:56:45,17:23:26
3842832410404495049,13:59:31,95:08:45
3843732253862953447,106:36:09,05:04:44
3844843884462139175,37:20:33,02:43:44
3846497499881872792,83:12:22,09:22:13
3847935543490188894,13:31:49,35:49:43
3848098352468902925,30:56:22,00:00:00
3850356961005514100,46:46:51,26:52:23
3862421007215138726,42:04:13,06:01:41
3871136880992165576,108:30:09,00:00:16
3876913795186211299,128:51:37,00:01:29
3877890123196098512,13:59:13,96:38:02
3879047511715042993,28:51:32,66:47:05
3881638612601009783,128:36:11,00:58:36
3894121413462928821,44:16:15,22:08:31
3895384754832318039,54:55:37,00:32:34
3896016787490719461,05:00:25,22:54:27
3900891470275801313,05:04:21,60:35:29
3901402189234000764,17:33:15,07:56:48
3904969617592740705,62:24:25,15:56:06
3905158490960811093,96:32:26,08:01:54
3907713529175854183,94:25:11,12:08:44
3908679685571177787,01:06:35,28:19:37
3908933766748477130,53:54:10,00:27:59
3909735247992591325,87:18:00,24:51:15
3912032312044374173,106:36:50,01:00:31
3914701557529697182,29:04:52,37:44:37
3921423675619845230,39:41:44,01:01:53
3922040476371561572,03:57:32,91:36:53
3925478585414123722,37:57:49,06:00:45
3928420091741133278,106:42:50,01:00:37
3929444120504815341,105:42:13,21:59:23
3938871236091900549,42:55:32,38:01:45
3942430636452731946,106:49:05,00:00:00
3944906721928947420,01:05:23,42:50:05
3949671705613246378,37:49:00,00:00:00
3950601167028578407,40:32:39,01:00:00
3954691186481771863,23:56:21,55:03:08
3960258986550291091,00:00:00,48:11:10
3960938624827432222,14:02:15,111:07:18
3968882250404286443,04:00:04,27:38:53
3969181628165165679,65:34:53,10:25:40
3971009143560013545,05:01:36,53:10:48
3975701361714889208,66:29:11,00:31:36
3984039009691243840,87:13:41,15:10:45
3988685870699672468,62:20:16,17:46:34
3988980653839902450,128:42:06,08:25:15
3989390862703573275,01:05:11,52:31:28
3993684176700078396,34:38:12,03:00:28
3994429458094985874,06:46:14,32:56:03
3999482522793776806,106:41:02,00:00:00
4000289349032757034,98:54:28,08:00:34
4000774738228571706,102:17:19,14:37:07
4000851743857044341,23:00:21,05:34:20
4003200905466439078,05:01:26,65:32:22
4004648968882062427,28:46:12,22:09:18
4007319783124057111,97:00:16,31:03:33
4014629810105378809,27:07:44,05:52:26
4014682770263558895,76:02:58,60:00:41
4015654224615399823,81:35:49,12:50:13
4016252838167779616,108:53:22,01:02:55
4016766006274076319,108:01:18,00:01:50
4018378226008015279,03:58:24,18:00:46
4019069313790668489,25:13:19,21:29:49
4025466083805424483,106:40:16,17:03:27
4034667685273168284,82:52:04,62:03:29
4049658379685781538,95:53:27,17:06:39
4052255844660493870,32:24:50,02:06:20
4054589506645727111,10:30:38,88:00:34
4058942168076417148,106:39:07,10:01:35
4059218353206594234,86:06:01,42:41:41
4059615984705062693,03:57:28,59:54:20
4061536459139402475,43:56:47,23:49:18
4062762140619590816,110:20:21,01:00:36
4070606095625486015,94:02:47,20:16:23
4071585836251697100,27:21:15,68:30:34
4071991282495571643,11:02:57,79:37:37
4072051763786040313,01:05:28,49:20:21
4075965926992217371,87:25:41,25:49:37
4082873216824700177,37:44:30,49:31:48
4086366323758115995,102:05:52,06:03:11
4087734576384157479,108:57:14,00:00:00
4094271283562459059,66:52:40,75:00:31
4095043435597516847,51:13:52,24:58:22
4095209844451131120,03:06:15,58:21:21
4099354590371662660,21:46:14,68:40:51
4099386448353894912,38:16:32,49:50:50
4100770966081781255,07:12:09,85:35:26
4101604954506997940,103:45:43,02:09:17
4102482604314392040,00:59:58,104:45:37
4103554648134349157,45:09:31,01:01:46
4107272668504966777,106:43:53,01:01:22
4108771977457241007,01:06:11,27:37:15
4109370227323370724,131:04:33,02:00:14
4109903970655757815,40:39:38,00:00:00
4115554697603818376,79:10:53,36:12:50
4119155563997313668,23:19:35,33:00:21
4122466595272437313,50:36:14,24:59:54
4123336705554745583,06:16:58,30:22:40
4126778906398997665,108:59:01,00:00:00
4132462261481593318,27:35:25,08:41:04
4133883971449178832,48:47:32,01:58:02
4141636340392982309,14:38:27,60:32:50
4146843663493327884,56:23:25,00:00:00
4146890361284182655,129:58:07,04:59:12
4146956711014268672,17:11:27,100:15:37
4149404683550340201,08:00:35,96:33:19
4153008448814476209,16:04:02,94:19:44
4153928174472476935,14:02:27,112:34:29
4154106542528285781,46:23:27,00:16:38
4154793654551849471,63:45:12,17:46:42
4159465907457430553,01:05:54,49:03:22
4160499691020877612,01:03:52,48:16:52
4169529855775714048,113:07:41,01:02:36
4169545421201419171,111:58:58,00:00:00
4174581576801446131,14:01:55,104:05:44
4177331936048983379,01:06:15,44:39:47
4180837681253193380,72:09:06,34:08:24
4183916078234360938,32:28:46,30:32:32
4184335767520829738,32:05:13,01:57:39
4186126092625522102,03:05:42,23:36:05
4186170146544936387,128:32:33,01:03:33
4186608879208855628,56:05:31,19:14:22
4192592653801050907,122:59:24,33:28:00
4194569825852828462,46:18:45,02:58:42
4197081836338183097,27:45:11,50:29:04
4198517563415552542,05:08:05,42:43:19
4199416295142927833,130:31:03,00:16:59
4209236945356931832,28:35:46,38:35:48
4213257807760795878,05:00:28,42:58:38
4218999369126770977,45:23:11,04:04:47
4219153752219568118,108:04:11,12:40:44
4221608592302960370,31:04:56,75:42:29
4223378456673332915,25:00:42,07:51:15
